index	sentence_bleu	source_am	reference_en	hypothesis_en
375	11.78	በጊዜ ሂደት፣ አዲሱ ህዝብ አዲሱን አካባቢውን መልመድ ሲጀምር፣ ከሌሎች ህዝቦች ጋር ያላቸው መመሳሰል እየቀነሰ ይሄዳል።	Over time, as the new population begins to adapt to their new environment, they start to look less and less like the other population.	In time, when the new people begin to adapt to the new environment, their similarities with other populations decrease.
548	11.80	ነገር ግን፣ ከሶቪዬት ህብረት ቀይ የጦር ሃይል 800፣000 ወታደሮች ሪጋ የሰላም ውል፣ የሶቪዬት-ፖሊሽ ጸረ-ጠብ ስምምነት፣ እና ሌሎች የሁለት እና የብዙ ሃገራት አለምኣቀፍ ውሎችን በመጣስ የፖላንድን ምስራቃዊ ክልሎች ከወረሩ በኋላ ገብተው ቤላሩሲያዊ እና ዩክሬናዊ ግንባሮችን ሲፈጥሩ እነዚህ እቅዶች በአንድ ሌሊት ከሸፉ።	However, these plans were rendered obsolete nearly overnight, when over 800,000 soldiers from the Soviet's Union Red Army entered and created the Belarussian and Ukrainian fronts after invading the eastern regions of Poland in violation of the Riga Peace Treaty, the Soviet-Polish Non-Aggression Pact, and other international treaties, both bilateral and multilateral.	However, the red military force from the Soviet Union has shifted 80,000 troops to the Riga Treaty of Peace, the Soviet Union Security Agreement, and other two and many other countries have signed the international Terms of Poland after the border came into the eastern regions of Poland.
45	11.80	ለአስተያየት ሲጠየቅ፣ በችሎቱ “ወቅት ማይክ ብዙ ያወራል።።። እየተዘጋጀሁ ስለነበር ምን እንደሚል እየሰማሁ አልነበረም።” አለ ሚለር።	When asked for comment, Miller said, \"Mike talks a lot during the hearing...I was getting ready so I wasn't really hearing what he was saying.\"	When asked for a comment, Mike has a lot to remember by the name of his name, Mike. I was not feeling what he was preparing because I was preparing.
336	11.84	ከቀድሞው መሬት-ራዳር ላይ የተመሰረተ ቴክኖሎጂ በተቃራኒ፣ የአየር ትራፊክ ተቆጣጣሪዎች አውሮፕላኖችን በከፍተኛ ትክክለኛነት እንዲለዩ እና ለአውሮፕላን አብራሪዎች የበለጠ ትክክለኛ መረጃ እንዲሰጡ ለማድረግ በሳተላይት ላይ የተመሰረተ ቴክኖሎጂን ይጠቀማል።	It uses satellite-based technology as opposed to older ground-radar-based technology to allow air traffic controllers to pinpoint aircraft with greater precision and give pilots more accurate information.	Contrary to previous land-based technology, air traffic controllers use satellite-based technology to ensure that aircraft are more accurate and provide more accurate information to pilots.
469	11.86	የላይኛው-ምት ብዙውን ጊዜ ለስላሳ ድምጽ ያመነጫል ፣ የታችኛው-ምት ግን የበለጠ ጠንካራ እና የበለጠ አረጋጋጭ ነው።	An up-bow usually generates a softer sound, while a down-bow is stronger and more assertive.	The upper eighth and most often produces a smooth noise, the bottomless but the lower one is stronger and more calm.
879	11.88	“አደገኛ አካባቢ ትምህርት” ብሎ በይነመረብ ላይ መፈለግ ምናልባት የአካባቢ ኩባንያ አድራሻ ሊያቀርብ ይችላል።	A search of the Internet for 'Hostile environment course' will probably provide the address of a local company.	Searching for education on the Internet can probably provide a local company address.
191	12.01	የቀድሞው የምክር ቤት አፈ ጉባኤ ኒውት ጊንግሪች ፣ የቴክሳስ ገዥ ሪክ ፔሪ እና የምክርቤት አባል ሚሼል ባችማን በቅደም ተከተል በአራተኛ ፣ አምስተኛ እና ስድስተኛ ደረጃን ይዘው አጠናቀዋል።	Former House Speaker Newt Gingrich, Texas governor Rick Perry, and Congresswoman Michele Bachmann finished in fourth, fifth, and sixth place, respectively.	The former Assembly of the Chief Assembly studied the New Green, Texas Governor, Rick Perry, and a member of the Chief Assembly in Liberty, with a fourth, and sixth grade.
50	12.01	የኢራቅ ጥናት ቡድን ሪፖርቱን ዛሬ ከቀኑ 12።00 GMT ሰኣት ላይ አቅርቧል።	The Iraq Study Group presented its report at 12.00 GMT today.	The Iraqi study group has published the report at 12.00 p.m.
574	12.04	ብዙ ሰዎች ላባ ስላላቸው እና መብረር ስለሚችሉ እንደ ዳይኖሰር አይቆጥሯቸውም።	Many people don't think about them as dinosaurs because they have feathers and can fly.	Many people don't consider it as a nootropic because it is possible to fly and fly.
280	12.09	የፖሊስ የበላይ ተቆጣጣሪ ቻንድራ ሸክሃር ሶላንኪ ተከሳሹ ፍርድ ቤት የቀረበው በተሸፈነ ፊት ነው ብሏል።	Police superintendent Chandra Shekhar Solanki said the accused appeared in court with covered faces.	Police Superintendent Chandra Skhar Solanki said the defendant was in front of the prosecution.
264	12.10	የካሊፎርኒያ ገዥው አርኖልድ ሽዋርዚኔገር የአመጽ ቪዲዮ ጨዋታዎችን መሸጥ ወይም ማከራየትን ለታዳጊዎች የሚከለክል ህግን ተፈራርሟል።	California Governor Arnold Schwarzenegger signed into law a bill that bans the sale or rental of violent video games to minors.	The California Governor Arnold Sharzie has signed a law that prohibits the sale of or rental video games.
624	12.11	ይህ ምክንያታዊ ይመስላል፣ ምክንያቱም ምድር የምትንቀሳቀስ አይመስልም፣ አይደል፧	This seems sensible, because the Earth doesn't feel as if it's moving, does it?	This seems reasonable, because the earth does not seem to move, right?
316	12.11	በሆስፒታል ውስጥ በሚሰራበት ጊዜ ሊጊንስ በትርፍ ጊዜው ስለ ቀድሞ የሚመጣ ምጥ ማጥናት ጀመረ።	While he was working at the hospital Liggins began to investigate premature labor during his spare time.	When he was working in the hospital, Ligins began to study at the outset about his early days.
527	12.11	በሁለቱ ገንዳዎች መካከል ከእያንዳንዱ ትውልድ ጋር የመለያየት እና ዳግም ውህደት የውዝግብ ልዩነት።	Segregation and recombination shuffle variation back and forth between the two pools with each generation.	Distribution and reorganization of each generation between the two basins.
385	12.13	አብዛኛውን ምግባቸውን የምናውቀው ቢሆንም ሮማውያን የዱር ከርከሮ፣ ጣዎስ፣ ቀንድ አውጣዎች እና ዶርማውስ የሚባል የአይጥ አይነትን ጨምሮ እንግዳ ወይም ያልተለመዱ የድግስ ምግቦች ነበሯቸው	While most of their food would be familiar to us, Romans did have their share of strange or unusual feast items, including wild boar, peacock, snails, and a type of rodent called a dormouse	although we knew most of their food, the romans had strange or unusual kind of feeds, including wild animals, blossoms, horns, and dormus
699	12.14	አብዛኛዎቹ ትንንሽ ደሴቶች እራሳቸውን የቻሉ ሃገራት ናቸው ወይም ከፈረንሳይ ጋር የተያያዙ ናቸው እናም የቅንጦት የባህር ዳርቻ ሪዞርቶች በመባል ይታወቃሉ።	Most of the smaller islands are independent nations, or associated with France, and known as luxury beach resorts.	Most of the small islands are countries that have been able to own or are related to France and are known as luxurious beach resorts.
524	12.15	የሰው ባህሪ የመለየት እንደዚህ ኣይነት ችሎታዎች እንደ ለማዳ ውሾች ባሉ እንሰሳትም ሊጋሩ እንደሚችሉ ጠቅሷል።	He even suggests that such abilities in interpreting human behavior may be shared by animals such as domestic dogs.	Human behavior has also mentioned that such skills can also be shared by dogs, such as dogs.
423	12.20	ታይዋን የጀመረው በ 15 ኛው ክፍለ ዘመን ነበር፣ የአውሮፓ መርከበኞች የሚያልፉ ጊዜ የደሴቷን ኢልሃ ፎርሞሳ ወይም ውብ ደሴት ብለው ሰየሟት።	Taiwan beginning start way back in 15th century where European sailors passing by record the island’s name as Ilha Formosa, or beautiful island.	Taiwan was started in the 15th century, where European sailors named her Ellemo Formosa or a beautiful island.
478	12.22	ቴምፕላሮችን ለመረዳት አንድ ሰው የሃይማኖት ቡድኑን መፈጠር ያነሳሳውን ሁኔታ መገንዘብ አለበት።	To understand the Templars one must understand the context that prompted the creation of the order.	To understand the Telegrams, a person must understand the situation that has inspired him to create a religious group.
882	12.22	ከምድረ በዳ መዳንን የሚያመለክቱ መጻህፍት እና መጽሄቶች የተለመዱ ናቸው ፣ ነገር ግን ከጦርነት ቀጠናዎች ጋር የሚነጋገሩ ጽሁፎች ጥቂቶች ናቸው።	Books and magazines dealing with wilderness survival are common, but publications dealing with war zones are few.	The books and magazines that refer to salvation from the wilderness are common, but only a few of the articles that speak with wars.
866	12.27	ዛሬ ብዙ ሳሚ በዘመናዊ ንግዶች ውስጥ ይሰራል። በሳሚ አካባቢ በሳፕሚ ውስጥ ቱሪዝም ጠቃሚ ገቢ ነው።	Today many Sámi work in modern trades. Tourism is an important income in Sápmi, the Sámi area.	Today, many Sami works in modern businesses. Tourism in Sammy area is an important revenue.
896	12.28	በመጀመሪያ ወደ ውጭ አገር ሲሄዱ ተጓዦች ከአዲሱ ሀገር ከሁኔታዎች ጋር መላመድ እንዳለባቸው ስለሚያወቅቁ ሰዎች ምናልባት ታጋሽ እና አስተዋይ ነበሩ።	When you went abroad at first, people were probably patient and understanding, knowing that travellers in a new country need to adapt.	When they first moved abroad, travelers were patient and understanding about the need to adapt to the new country.
998	12.29	በኣላትን የሚከቡ ብዙዎቹ ባህሎች ከክርስቲያን አማኝ ካልሆኑ አገራት እና ከኣለም ላይ ካሉ በክርስትና ከማያምኑ ሰዎች የተወረሱ ናቸው።	Many of the traditions surrounding the holiday have been adopted also by non-believers in Christian countries and non-Christians around the world.	Many of the cultures that take on holidays are made of non-Christian countries and non-Christian Christians from all over the world.
39	12.30	በጉዞው ላይ፣ ኢዋሳኪ በብዙ አጋጣሚዎች ላይ ችግር አጋጥሞታል።	During his trip, Iwasaki ran into trouble on many occasions.	At the time of the trip, Essaki had a problem with many occasions.
512	12.31	ትኩረት ባለማግኘት፣ በጥቃት እና አልፎ ተርፎም እስከ ስርቆት ድረስ ባሉ የተለያዩ ምክንያቶች ልጆች በማደጎ እንክብካቤ ውስጥ ይቀመጣሉ።	Children are placed in Foster Care for a wide variety of reasons that range from neglect, to abuse, and even to extortion.	Children are treated in stigma care because of lack of attention, abuse, and even theft.
332	12.32	የ 53 ኣመቱ ኩሞ አገዛዙን የጀመረው በዚህ ኣመት መጀመሪያ ላይ ሲሆን ተመሳሳይ የወሲብ ጋብቻን ህጋዊ ለማድረግ ባለፈው ወር ተፈረመ።	Cuomo, 53, began his governorship earlier this year and signed a bill last month legalizing same-sex marriage.	At the beginning of this year, 53-year-old Cuomo began his reign and signed last month to legalize same-sex marriage.
228	12.38	ዴል ፖትሮ በሁለተኛው ዙር ቀዳሚ ጥቅም ነበረው፣ ግን ይህም 6-6 ከደረሱ በኋላ የአቻ መለያ አስፈለገው።	Del Potro had the early advantage in the second set, but this too required a tie break after reaching 6-6.	Del Potro had a primary benefit in the second round, but after a period of 6, he needed a chat account.
824	12.39	ተባዮች ምግብ ሊያበላሹ፣ መቆጣትን ሊያስከትሉ፣ ወይም በባሰ ሁኔታ የአለርጂ አጸግብሮት ሊያስከትሉ፣ መርዝ ሊያስፋፉ፣ ወይም ልክፈቶችን ሊያስተላልፉ ይችላሉ።	Pests can spoil food, cause irritation, or in a worse case cause allergic reactions, spread venom, or transmit infections.	Disclaimers may cause food loss, irritate, or cause allergic reactions to allergic reactions, slipes, or transfers.
587	12.40	ሴቶችን በኤምኤስ የመያዝ እድላቸው ከወንዶች በሁለት እጥፍ ያደገ እንደሆነ ምርምር አረጋግጧል።	Research has found that females are two times more likely to have MS then males.	Research has shown that women are at least twice as likely to have more than men.
715	12.41	በአፍሪካ ውስጥ በጣም ርካሽ ከሆኑት የተራራ ጎሪላ ፍለጋዎች መሆኗን አክሎ ከተማዋ የኒራጎንጎ እሳተ-ገሞራ ለመውጣት መሰረትም ናት።	The city is also the base to climb the Nyiragongo volcano along with some of the cheapest Mountain Gorilla tracking in Africa.	He added that it is one of the cheapest mountain rilla searches in Africa, and the city is the base to leave Nicaragongo.
861	12.42	የተመረቱት አይነቶች ቅርስ የሆኑበት አለማቀፍ ትርጓሜ የለም። አንዳንድ የግብር ድርጅቶች ከ100 አመታት በላይ የሆኑ ሸቀጦችን እንደ ቅርሶች ይገልጻሉ።	There is no universal definition for which manufactured items are antiques. Some tax agencies define goods older than 100 years as antiques.	There is no interpretation of the formation of the selected types of stainlessness. Some tax organizations describe goods such as relics for more than 100 years.
562	12.43	የመጀመሪያው የታወቀ መጓጓዣ በእግር መጓዝ ነበር ፣ ሰዎች ከሁለት ሚሊዮን ኣመታት በፊት በሆሞ ኢሬክተስ (ቀጥ ያለ ሰው ማለት) ብቅ ከማለቱ ጋር ታያይዞ፣ በእግር መጓዝ ጀመሩ።	The first known transportation was walking, humans began walking upright two million years ago with the emergence of Homo Erectus (meaning upright man).	The first known travel was on foot, two million years ago, when people saw a man in Homo Erechtitz, a hoaxy man, wrestling, and hiking.
763	12.44	አብዛኞቹ ፓርክ ውስጥ ያሉት እንስሶች ሰዎችን ማየት የለመዱ ቢሆኑም፣ የዱር ህይወት ያው የዱር ነውና ሊመገቡም ወይም ሊረበሹም አይገባም።	Though many of the animals in the park are used to seeing humans, the wildlife is nonetheless wild and should not be fed or disturbed.	While most eggs in the park weren't able to see people, the wildlife should not be eaten or frozen.
954	12.51	በህንጻ መዋቅሮች ላይ የሚሳሉ ስእሎችና ጽሁፎች በመቧጨር ወይም ምልክት በማድረግ ጣቢያውን አያጥፉ።	Do not deface the site by marking or scratching graffiti into structures.	Do not disintegrate the site by extracting or marking the pictures and texts while on building structures.
369	12.60	ኦሴሎትስ/የበረሃ ድመቶች ትናንሽ እንስሳትን መብላት ይወዳሉ። ከቻሉ ዝንጀሮዎችን ፣ እባቦችን ፣ አይጥና ወፎችን ይይዛሉ። ኦሴሎትስ/የበረሃ ድመቶች የሚያድናቸው እንስሳት በሙሉ ማለት ይቻላል ከእነሱ እጅግ ያነሱ ናቸው።	Ocelots like to eat small animals. They will catch monkeys, snakes, rodents and birds if they can. Almost all of the animals that the ocelot hunts are far smaller than it is.	Ocelot, the wild beasts of the desert, love to eat small animals. If you can, they contain palm trees, snakes, eyes, and birds. Osseye, all the cats that we have had in the desert are too great for them.
237	12.61	የቴሌቪዥን ሪሞት በመምሰል፣ መቆጣጠሪያው አቅጣጫውን በሶስት-ገጽታዊ ቦታ ለመከፋፈል ከተጠቃሚው ቴሌቪዥን አጠገብ የሚቀመጡ ሁለት ሴንሰሮችን ይጠቀማል።	Resembling a television remote, the controller uses two sensors placed near the user's television to triangulate its position in three-dimensional space.	as the tv rim death, the monitor uses two tanks that are placed near the user's tv to divide the tv in the direction of the controller.
79	12.65	የቡሽ ቃል አቀባይ ጎርደን ጆንድሮ የሰሜን ኮሪያን ቃል “የኮሪያ ባህረ ሰላጤን እርግጠኛ የሆነ ከኒውክሊየር የማጽዳት ግብን ለማሳካት ትልቅ እርምጃ ነው” ብለዋል።	Bush spokesman Gordon Johndroe called North Korea's pledge \"a major step towards the goal of achieving the verifiable denuclearization of the Korean peninsula.\"	Bush spokesman Gordon Journal of North Korea has said that a major step is to achieve the goal of cleaning the nuclear water from the Minnesota Peninsula.
98	12.70	በቃለ መጠይቅ ላይ አዲሱ ልዩነት “ይህ በጣም ከፍተኛ በሆነ የሞት መጠን ምክንያት በጣም የሚያስጨንቅ እና የሚያስፈራ” ነው ብለዋል።	In an interview, he said the new variant was \"very highly troubling and alarming because of the very high fatality rate.\"	In an interview, the new difference is that this is very frustrating and intimidating due to extremely high deaths.
960	12.72	ይህ ባብዛኛው የተሳሳተ አመለካከት ብቻ ሆኖ ሳለ ፓሪስ ውስጥ ለመስማማት ምርጡ መንገድ ”ቤን ኤሌቭ” (በጥሩ እንዳደገ) ሰው በመስራት አሁንም በእርስዎ ምርጥ ባህሪ ላይ ነው።	While this is often only an inaccurate stereotype, the best way to get along in Paris still is to be on your best behavior, acting like someone who is \"bien élevé\" (well brought up). It will make getting about considerably easier.	While most of this is just a misconception, the best way to agree in Paris is to work on your best characteristic by a better person who is a Bachelor of Alexe and a handful of them.
211	12.73	ሆስፒታሉ የኢንፌክሽን ቁጥጥርን ለመከላከል፣ ሊከሰቱ የሚችሉ ኢንፌክሽኖችን ለመከላከል በሽተኛውን ከሌሎች ጋር መለየትን ጨምሮ ፕሮቶኮልን የተከተለ ነበር።	The hospital has followed protocol for infection control, including separating the patient from others to prevent possible infection of others.	The hospital followed protocol, including identifying the patient in order to prevent infection control, prevent potential infections.
207	12.75	የሄይቲ የፍትህና የዴሞክራሲ ተቋም የኔፓል የተባበሩት መንግስታት የሰላም አስከባሪ ሻለቃ ባለማወቅ በሽታውን ወደ ሃይቲ ያመጣ መሆኑን የሚያመለክቱ ገለልተኛ ጥናቶችን ዋቢ አድርጓል።	The Haitian Institute for Justice and Democracy has referenced independent studies that suggest the Nepalese UN peacekeeping battalion unknowingly brought the disease to Haiti.	Haiti's Justice and Democratization Institute of Democratization (Nepal) has conducted independent studies indicating that the United Nations Security Council has brought the disease to haiti.
727	12.79	የሆንግ ኮንግ ደሴት የሆንግ ኮንግ ግዛት ስያሜ የሰጠው ሲሆን ብዙ ቱሪስቶች እንደ ዋና ትኩረት የሚመለከቱት ቦታ ነው።	Hong Kong Island gives the territory of Hong Kong its name and is the place that many tourists regard as the main focus.	The island of Hong Kong has named the Hong Kong state and it is a place where many tourists see it as its main focus.
193	12.80	ፔሪ “የዛሬ ምሽት የምክክር ጉባኤ ውጤቶችን ለመገምገም ፣ በዚህ ውድድር ውስጥ ለራሴ ወደፊት የሚሄድበት መንገድ ይኑር አይኑር ለመለየት ወደ ቴክሳስ እመለሳለው” በማለት ገልጸው በኋላ ግን በውድድሩ ውስጥ እንደሚቆዩ እና በጥር 21 የደቡብ ካሮላይና የመጀመሪያ ምርጫ እንደሚወዳደሩ ገልጸዋል።	Perry stated that he would \"return to Texas to assess the results of tonight's caucus, determine whether there is a path forward for myself in this race\", but later said that he would remain in the race and compete in the January 21 South Carolina primary.	To assess the results of the consulting session this night, Perry said in this competition that the way he goes ahead for myself would be relocated to Texas, but later he said he would stay in the tournament and compete in January 21, South Carolina's first choice.
209	12.87	ሀሚልተን የሃዋርድ ዩኒቨርስቲ ሆስፒታል ታማሚውን በተረጋጋ ሁኔታ መቀበሉን አረጋግጧል።	Hamilton confirmed Howard University Hospital admitted the patient in stable condition.	Hamilton Hard University Hospital has proven to have received the patient in a stable manner.
868	12.89	የሚጎበኙት ሀገር ለጉዞ አማካሪዎች ተገዢ ከሆነ የጉዞ ጤና መድህንዎ ወይም የጉዞዎ ስረዛ ዋስትናዎ ተጽእኖ ሊያድርበት ይችላል።	If the country you will be visiting becomes subject to a travel advisory, your travel health insurance or your trip cancellation insurance may be affected.	If the country you visit is subject to travel consultants, travel insurance or travel can affect your security.
157	12.90	ማክሰኞ እንዲቋረጥ ቀጠሮ ተይዞ የነበረ ቢሆንም፣ ከአስቸኳይ የፍርድ ቤት ውሳኔ በኋላ ድኗል።	It had been scheduled to be cut down on Tuesday, but was saved after an emergency court ruling.	He was asked to terminate Tuesday, but he was saved after the Emergency Court's decision.
737	12.90	አውቶቡሶች ቀኑን ሙሉ ከየአውራጃው የአውቶቡስ መናኸሪያ (ከወንዙ ማዶ) ይነሳሉ ፣ ምንም እንኳን አብዛኛዎቹ በተለይም ወደ ምስራቅ እና ጃካር/ቡምታን የሚጓዙት ከ 06፥30 እስከ 07፥30 ባለው ጊዜ ውስጥ ይነሳሉ።	Buses depart the inter-district bus station (across the river) throughout the day, though most, especially those heading to the east and Jakar/Bumthang leave between 06:30 and 07:30.	The buses run throughout the day from the suburb of the suburbine bus to Buenzhou, although most of them travel to the east and Jakarta, especially the east and Jakarta, from 06:30 to 730.
129	12.94	ገንዘቡ ወደ ጎርፍ መከላከያ ቤቶች ፣ ለተሻለ የውሃ አያያዝ እና የሰብል ብዝሃነት ሊሄድ ይችላል።	The money could go toward flood-proof houses, better water management, and crop diversification.	The money can go to flood-protected homes, better water handling and multi-country breeding.
195	12.94	ፎቶግራፍ አንሺው ወደ ሮናልድ ሬገን UCLA የህክምና ማእከል ተጓጉዞ ከዚያ በኋላ ሞተ።	The photographer was transported to Ronald Reagan UCLA Medical Center, where he subsequently died.	The photographer traveled to Ronald Reagan, a medical center and died after that.
283	12.96	የአደጋ ጊዜ አገልግሎት ሾፌሩን ከቀዩ የኦዲ ቲቲ ነጻ ሲያወጣ አደጋው የተከሰተበት መንገድ ለጊዜው ተዘግቶ ነበር።	The road where the crash happened was temporarily closed while emergency services freed the driver from the red Audi TT.	when the emergency service driver expelled the driver from his previous audit, the risk was temporarily closed.
170	13.01	በቀደምት ጊዜያት ዝግጅቱ በበይነመረብ በሚሰራጨው በሬዲዮ ወሬ ላይ በሚያተኩረው የቶጊኔት የሬዲዮ ድረገጽ ላይ ብቻ ይተላለፍ ነበር።	In its early days, the show was featured solely at the long-running internet radio site TogiNet Radio, a site focused on talk radio.	In the early days, the event was transmitted only on the Togyt radio site, which included on radio rumors.
684	13.03	ቴክኖሎጂ ከምናባዊ የመስክ ጉዞ መፍትሄውን ይሰጣል። ተማሪዎች የሙዝየሞችን ቅርሶች በመመልከት ፣ የውሃ አካባቢያቸውን በመጎብኘት ወይም በክፍላቸው ሲቀመጡ የሚያምር ስነ-ጥበቦችን ማድነቅ ይችላሉ።	Technology offers the solution with virtual field trips. Students can look at museum artifacts, visit an aquarium, or admire beautiful art while sitting with their class.	Technology offers the solution from virtual field travel. Students can admire the elegance of the gorgeons by looking at the artifacts, visiting the water area, or by keeping them in their room.
334	13.07	በ 2016 ለፕሬዚዳንትነት እንደሚወዳደሩ ይገመታል።	He is speculated to make a run for president in 2016.	It is estimated that he will compete for Presidential office in 2016.
117	13.12	በ 1956 ሱለኒያ ወደ ስዊድን ተዛወረ ፣ ከሶስት ኣመት በኋላም ለስዊድን ፖስታ ቤት ስራ የጀመረ ሲሆን ዋና መሪያቸው ሆነ።	In 1956 Słania moved to Sweden, where three years later he began work for the Swedish Post Office and became their chief engraver.	In 1956, Sulia moved to Swissand, three years later, he started his career for Swiss Post House and became their leader.
147	13.15	የኮኦሊሽን እና የአፍጋኒስታን ወታደሮች ቦታውን ለማስጠበቅ ወደ አካባቢው የገቡ ሲሆን ሌሎች የኮኦሊሽን አውሮፕላኖችም እንዲረዱ ተልከዋል።	Coalition and Afghan troops moved into the area to secure the site and other coalition aircraft have been sent to assist.	COVIDS and Afghanistani troops entered the area to protect the location and were also sent to assist other coin aircraft.
378	13.17	እጽዋት ሰዎች የሚተነፍሱትን ኦክስጅንን ይሰራሉ ፣ እንዲሁም ሰዎች የሚያወጡትን ካርቦን-ዳይኦክሳይድን ይወስዳሉ (ማለትም ወደ ውጭ የሚተነፈሰውን)።	Plants make oxygen which humans breathe, and they take in carbon-dioxide which humans exhale (that is, breathe out).	Plants make oxygen that is produced by humans, and they take the carbon dioxide that is produced by people and they are tested outside the underneath and outside.
212	13.22	ከ ዘ ሲምፕሰንስ በፊት ሳይመን በተለያዩ ቦታዎች በበርካታ ትርኢቶች ላይ ሰርቶ ነበር።	Before The Simpsons Simon had worked on several shows in various positions.	He worked on several performances in different places before singing.
994	13.22	የውሃ የውስጥ መንገዶች በኣሉን መሰረት ለማድረግ ጥሩ ገጽታ ይሆናሉ።	Inland waterways can be a good theme to base a holiday around.	Waterlines will be a good feature to make the foundation.
970	13.22	ማጆርካን የምግብ አሰራር ዘዴ፣ ከሜዲትራኒያን ጋር ይመሳሰላል፣ ዳቦ፣ አትክልቶች እና ስጋ (በተለየ የአሳማ ስጋ) ላይ የተመሰረተ ሲሆን እና በጠቅላላው ላይ የወይራ ዘይትን ይጠቀማል።	Majorcan cuisine, like that of similar zones in the Mediterranean, is based on bread, vegetables and meat (specially pork), and uses olive oil throughout.	Marjorcan's culinary method is made up of fish, such as the Mediterranean, bread, vegetables, and meat, which uses olive oil in the entirety.
307	13.23	የሰሜን ማሪያናስ ድንገተኛ አደጋዎች ማኔጅመንት ጽህፈት ቤት፣ በሃገሪቱ ውስጥ ሪፖርት የተደረጉ ጉዳቶች የሉም ብሏል።	The Northern Marianas emergency management office said that there were no damages reported in the nation.	North Mariana's emergency office said there were no reports in the country.
216	13.26	ቀደም ብሎ የቻይና የዜና ኤጀንሲ ሺንሁዋ አንድ አውሮፕላን ሊታገት እንደሆነ ዘግቧል።	Earlier the Chinese news agency Xinhua reported a plane to be hijacked.	In the past, Chinese news agency Shinhua reported that a plane could be banned.
655	13.28	እነዚህ ጽንሰ-ሀሳቦች እንደሚያመለክቱት ሰዎች ወደ አዋቂነት ሲያድጉ በውስጣቸው የተቀየሱ የተወሰኑ ፍላጎቶች እና/ወይም ምኞቶች ያሏቸው ናቸው።	These theories suggest that people have certain needs and/or desires which have been internalized as they mature to adulthood.	These concepts indicate that when people grow into adulthood, they have certain needs and desires that are set up in them.
908	13.28	ሰሜናዊው ክፍል ወይም ሰንቲነል ሬንጅ በ 4892ሜ ከፍታ የቪንሰን ተራራ የአንታርቲካን ትልልቅ ተራሮች የያዘውን ቪንሰን ማሲፍ ይዟል።	The northern part or Sentinel Range has Antarctica's highest mountains, the Vinson Massif, peaking at 4892 m Mount Vinson.	The northern part or the Santial Randage contains Vincent, which has the largest mountain Aantarctica's largest mountains in 492.
428	13.28	ቱሪስቶች መጀመሪያ እንዴት እንደመጡ የተሻለ ግንዛቤ እንዲኖራቸው ለማድረግ በግቢው ውስጥ የሚገኙት አብዛኛዎቹ ህንጻዎች እንደገና ተገንብተዋል።	Most of the buildings on the edges of the complex have been rebuilt in order to give tourists a better idea of how they originally appeared.	Most of the buildings in the office were rebuilt to make it a better understanding of how tourists came first.
925	13.35	አንዳንድ መርከቦች ብሮሸሮች ውስጥ ጀርመን በርሊንን ያካትታሉ። ከላይ ባለው ካርታ ማየት እንደሚችሉት በርሊን ባህሩ አካባቢ የለችም እና የከተማዋ ጉብኝት በመርከብ ጉዞው ዋጋ ላይ አልተካተተም።	Some cruises feature Berlin, Germany in the brochures. As you can see from the map above Berlin is no where near the sea and a visit to the city is not included in the price of the cruise.	Some ships include Berlin in Brookers. In the top map, Berlin is not a region of the Berlin Sea and the city's visit is not included in the cost of the ship.
354	13.35	በጠፈር ላይ ያለው ሳተላይት ጥሪውን ተቀብሎ በቅጽበት መልሶ ያንጸባርቃል።	The satellite in space gets the call and then reflects it back down, almost instantly.	The satellite on the space reaches the call and reflects it right away.
169	13.38	የጣቢያው ዌብሳይት ትርኢቱን እንዲህ ሲል ይገልጸዋል “የድሮ ትምህርት ቤት የሬዲዮ ቲያትር በአዲስ እና በሚያስደነግጥ የጌጣጌጥ ሽክርክሪት!	The station's web site describes the show as \"old school radio theater with a new and outrageous geeky spin!\"	The site's webinars showcase the show: The Early School Radio Theater with a new and inspiring jewelry browser
171	13.38	በ 2015 መገባደጃ ላይ ቶጊኔት አስትሮኔት ሬዲዮን እንደ አንድ ንኡስ ጣቢያ አቋቋመ።	In late 2015, TogiNet established AstroNet Radio as a subsidiary station.	At the end of 2015, Togyt Netanyahu established Radio as a sub-continent site.
913	13.38	የኣመት-እረፍት ለሚያቅዱ ሰዎች ይበልጥ እየጨመረ የሄደው አማራጭ ጉዞ መሄድ እና መማር ነው።	An increasingly more popular option for those planning a gap-year is to travel and learn.	The most common option for people who plan their holiday is to go and learn.
14	13.45	የአተሌቶቻችን እና የክለቦቻችን ፍላጎቶች እና ስፖርታቸው፣ እንደገና ከማጽደቅ ይልቅ በድርጅታችን ውስጥ ትርጉም ባለው ለውጥ ወደፊት በመጓዝ የአትሌቶቻችን እና የክለቦቻችን ፍላጎቶች እና ስፖርታቸው በተሻለ ሊገለገሉ ይችላሉ፣ ከሚለው የ USOC መግለጫ እንስማማለን።	We agree with the USOC's statement that the interests of our athletes and clubs, and their sport, may be better served by moving forward with meaningful change within our organization, rather than decertification.	Rather than the needs and activities of our analytics and operations, we will agree that by moving forward with meaningful changes in our organization, our needs and skills can be served better than their needs and sports needs, which are in line with the statement.
975	13.45	በጣልያንኛ የቋንቋ አነጋገር ስልታቸው አብዛኛዎቹ ቃላት ልክ እንደሚጻፉት ስለሆነ በአንጻራዊ ሁኔታ ቀላል ነው	Pronunciation is relatively easy in Italian since most words are pronounced exactly how they are written	In Italian language, their strategy is relatively simple because most words are written.
